"ART_CODIGO";"ART_PROV";"ART_SUSTITUTO";"ART_LINEA";"ART_MARCA";"ART_GRUPO";"ART_IMPU";"ART_CODIGO_FABRICA";"ART_DESC";"ART_DESC_ABREV";"ART_UNID_MED";"ART_TIPO";"ART_EMPAQUE";"ART_CONTENIDO";"ART_DATOS_TEC";"ART_FACTOR_CONVERSION";"ART_EST";"ART_COD_ESTADISTICA";"ART_TIPO_COMISION";"ART_IND_IMP";"ART_CUAD_DEMO";"ART_RUBRO";"ART_IND_EN_LINEA";"ART_IND_CON_ROTACION";"ART_COD_ALFANUMERICO";"ART_PAIS";"ART_MINIMO_EXIGIDO_PROV";"ART_SECUENCIA";"ART_KG_UNID";"ART_KG_CONTENIDO";"ART_COLOR";"ART_NRO_MOTOR";"ART_NRO_CHASSIS";"ART_MODELO";"ART_CLAS_SUBGRUPO";"ART_CLASIFICACION";"ART_DPTO";"ART_SECCION";"ART_SECTOR";"ART_MAX_PORC_DCTO_VTA";"ART_M3_CAJA";"ART_CATEG_INDICES";"ART_MAX_PORC_DCTO";"ART_IND_MAX_POR_GRART";"ART_PRECIO_METRO_LINEAL";"ART_IND_COSTO";"ART_IND_M";"ART_IND_P";"ART_IND_V";"ART_IND_E";"ART_PORC_FIJO"
"81";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 5/8X4";"BULONES ACERO 5/8X4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/8X4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"82";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 5/8X41/2";"BULONES ACERO 5/8X41";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/8X41/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"83";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 5/8X5";"BULONES ACERO 5/8X5";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/8X5";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"84";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 5/8X51/2";"BULONES ACERO 5/8X51";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/8X51/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"85";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 5/8X6";"BULONES ACERO 5/8X6";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/8X6";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"86";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 5/8X61/2";"BULONES ACERO 5/8X61";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/8X61/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"87";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 5/8X7";"BULONES ACERO 5/8X7";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/8X7";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"88";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 5/8X8";"BULONES ACERO 5/8X8";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/8X8";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"89";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 5/8X9";"BULONES ACERO 5/8X9";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/8X9";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"90";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 3/4X1";"BULONES ACERO 3/4X1";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC3/4X1";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"91";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 3/4X11/2";"BULONES ACERO 3/4X11";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC3/4X11/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"92";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 3/4X2";"BULONES ACERO 3/4X2";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC3/4X2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"93";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 3/4X21/2";"BULONES ACERO 3/4X21";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC3/4X21/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"94";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 3/4X3";"BULONES ACERO 3/4X3";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC3/4X3";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"95";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 3/4X31/2";"BULONES ACERO 3/4X31";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC3/4X31/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"96";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 3/4X4";"BULONES ACERO 3/4X4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC3/4X4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"97";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 3/4X41/2";"BULONES ACERO 3/4X41";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC3/4X41/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"98";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 3/4X5";"BULONES ACERO 3/4X5";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC3/4X5";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"99";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 3/4X51/2";"BULONES ACERO 3/4X51";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC3/4X51/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"100";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 3/4X6";"BULONES ACERO 3/4X6";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC3/4X6";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"101";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 3/4X7";"BULONES ACERO 3/4X7";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC3/4X7";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"102";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 3/4X8";"BULONES ACERO 3/4X8";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC3/4X8";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"103";"44";"";"4";"1";"64";"2";"";"PERFUME SPRAY 30ML";"PERFUME SPRAY 30ML";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"PBR";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"104";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 7/8X2";"BULONES ACERO 7/8X2";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC7/8X2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"105";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 7/8X21/2";"BULONES ACERO 7/8X21";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC7/8X21/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"106";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 7/8X3";"BULONES ACERO 7/8X3";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC7/8X3";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"107";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 7/8X31/2";"BULONES ACERO 7/8X31";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC7/8X31/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"108";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 7/8X4";"BULONES ACERO 7/8X4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC7/8X4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"109";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 7/8X41/2";"BULONES ACERO 7/8X41";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC7/8X41/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"110";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 7/8X5";"BULONES ACERO 7/8X5";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC7/8X5";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"111";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 7/8X6";"BULONES ACERO 7/8X6";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC7/8X6";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"112";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 7/8X7";"BULONES ACERO 7/8X7";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC7/8X7";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"113";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 7/8X9";"BULONES ACERO 7/8X9";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC7/8X9";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"114";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 1X3";"BULONES ACERO 1X3";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1X3";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"115";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 1X4";"BULONES ACERO 1X4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1X4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"116";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 1X5";"BULONES ACERO 1X5";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1X5";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"117";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 1X6";"BULONES ACERO 1X6";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1X6";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"118";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 1X7";"BULONES ACERO 1X7";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1X7";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"119";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 1X9";"BULONES ACERO 1X9";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1X9";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"120";"392";"";"13";"1";"23";"2";"";"BULONES MADERA 1/4X1";"BULONES MADERA 1/4X1";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA1/4X1";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"121";"392";"";"13";"1";"23";"2";"";"BULONES MADERA 1/4X11/2";"BULONES MADERA 1/4X1";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA1/4X11/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"122";"392";"";"13";"1";"23";"2";"";"BULONES MADERA 1/4X2";"BULONES MADERA 1/4X2";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA1/4X2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"123";"840";"";"13";"1";"23";"2";"";"BULONES MADERA 1/4X21/2";"BULONES MADERA 1/4X2";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA1/4X21/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"124";"392";"";"13";"1";"23";"2";"";"BULONES MADERA 1/4X3";"BULONES MADERA 1/4X3";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA1/4X3";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"125";"392";"";"13";"1";"23";"2";"";"BULONES MADERA 1/4X31/2";"BULONES MADERA 1/4X3";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA1/4X31/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"126";"392";"";"13";"1";"23";"2";"";"BULONES MADERA 1/4X4";"BULONES MADERA 1/4X4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA1/4X4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"127";"384";"";"13";"1";"23";"2";"";"BULONES MADERA 1/4X41/2";"BULONES MADERA 1/4X4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA1/4X41/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"128";"384";"";"13";"1";"23";"2";"";"BULONES MADERA 1/4X5";"BULONES MADERA 1/4X5";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA1/4X5";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"129";"392";"";"13";"1";"23";"2";"";"BULONES MADERA 5/16X1";"BULONES MADERA 5/16X";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA5/16X1";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"130";"392";"";"13";"1";"23";"2";"";"BULONES MADERA 5/16X11/2";"BULONES MADERA 5/16X";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA5/16X11/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"131";"31";"";"13";"1";"23";"2";"";"BULONES MADERA 5/16X2";"BULONES MADERA 5/16X";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA5/16X2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"132";"392";"";"13";"1";"23";"2";"";"BULONES MADERA 5/16X21/2";"BULONES MADERA 5/16X";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA5/16X21/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"133";"392";"";"13";"1";"23";"2";"";"BULONES MADERA 5/16X3";"BULONES MADERA 5/16X";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA5/16X3";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"134";"392";"";"13";"1";"23";"2";"";"BULONES MADERA 5/16X31/2";"BULONES MADERA 5/16X";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA5/16X31/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"135";"840";"";"13";"1";"23";"2";"";"BULONES MADERA 5/16X4";"BULONES MADERA 5/16X";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA5/16X4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"136";"840";"";"13";"1";"23";"2";"";"BULONES MADERA 5/16X41/2";"BULONES MADERA 5/16X";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA5/16X41/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"137";"392";"";"13";"1";"23";"2";"";"BULONES MADERA 5/16X5";"BULONES MADERA 5/16X";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA5/16X5";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"138";"840";"";"13";"1";"23";"2";"";"BULONES MADERA 5/16X51/2";"BULONES MADERA 5/16X";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA5/16X51/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"139";"840";"";"13";"1";"23";"2";"";"BULONES MADERA 5/16X6";"BULONES MADERA 5/16X";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA5/16X6";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"140";"840";"";"13";"1";"23";"2";"";"BULONES MADERA 5/16X61/2";"BULONES MADERA 5/16X";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA5/16X61/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"141";"384";"";"13";"1";"23";"2";"";"BULONES MADERA 5/16X7";"BULONES MADERA 5/16X";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA5/16X7";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"142";"384";"";"13";"1";"23";"2";"";"BULONES MADERA 3/8X1";"BULONES MADERA 3/8X1";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA3/8X1";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"143";"392";"";"13";"1";"23";"2";"";"BULONES MADERA 3/8X11/2";"BULONES MADERA 3/8X1";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA3/8X11/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"144";"31";"";"13";"1";"23";"2";"";"BULONES MADERA 3/8X2";"BULONES MADERA 3/8X2";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA3/8X2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"145";"392";"";"13";"1";"23";"2";"";"BULONES MADERA 3/8X21/2";"BULONES MADERA 3/8X2";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA3/8X21/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"146";"840";"";"13";"1";"23";"2";"";"BULONES MADERA 3/8X3";"BULONES MADERA 3/8X3";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA3/8X3";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"147";"392";"";"13";"1";"23";"2";"";"BULONES MADERA 3/8X31/2";"BULONES MADERA 3/8X3";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA3/8X31/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"148";"392";"";"13";"1";"23";"2";"";"BULONES MADERA 3/8X4";"BULONES MADERA 3/8X4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA3/8X4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"149";"840";"";"13";"1";"23";"2";"";"BULONES MADERA 3/8X41/2";"BULONES MADERA 3/8X4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA3/8X41/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"150";"392";"";"13";"1";"23";"2";"";"BULONES MADERA 3/8X5";"BULONES MADERA 3/8X5";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA3/8X5";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"151";"392";"";"13";"1";"23";"2";"";"BULONES MADERA 3/8X51/2";"BULONES MADERA 3/8X5";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA3/8X51/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"152";"392";"";"13";"1";"23";"2";"";"BULONES MADERA 3/8X6";"BULONES MADERA 3/8X6";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA3/8X6";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"153";"392";"";"13";"1";"23";"2";"";"BULONES MADERA 3/8X61/2";"BULONES MADERA 3/8X6";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA3/8X61/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"154";"392";"";"13";"1";"23";"2";"";"BULONES MADERA 3/8X7";"BULONES MADERA 3/8X7";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA3/8X7";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"155";"384";"";"13";"1";"23";"2";"";"BULONES MADERA 3/8X8";"BULONES MADERA 3/8X8";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA3/8X8";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"156";"384";"";"13";"1";"23";"2";"";"BULONES MADERA 3/8X9";"BULONES MADERA 3/8X9";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA3/8X9";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"157";"384";"";"13";"1";"23";"2";"";"BULONES MADERA 3/8X10";"BULONES MADERA 3/8X1";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA3/8X10";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"158";"384";"";"13";"1";"23";"2";"";"BULONES MADERA 3/8X11";"BULONES MADERA 3/8X1";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA3/8X11";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"159";"384";"";"13";"1";"23";"2";"";"BULONES MADERA 3/8X12";"BULONES MADERA 3/8X1";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA3/8X12";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"160";"384";"";"13";"1";"23";"2";"";"BULONES MADERA 1/2X1";"BULONES MADERA 1/2X1";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA1/2X1";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"161";"384";"";"13";"1";"23";"2";"";"BULONES MADERA 1/2X11/2";"BULONES MADERA 1/2X1";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BMA1/2X11/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
